Author,Title,Year,Source title,Citation count,Abstract,Indexed keywords,Correspondence address,Publisher,document type,Source,Duplicate records,Full text unavailable,Inconsistent terminologies,Non-research papers,Not related to MBSE,No AI technologies,MBSE is not augmented by AI,Theoretical studies
Awadid A.; Robert B.; Langlois B.,MBSE to Support Engineering of Trustworthy AI-Based Critical Systems,2024,International Conference on Model-Driven Engineering and Software Development,1,"Because of the multidisciplinary nature of the engineering of a critical system and the inherent uncertainties and risks involved by Artificial Intelligence (AI), the overall engineering lifecycle of an AI-based critical system requires the support of sound processes, methods, and tools. To tackle this issue, the Confiance.ai research program intends to provide a methodological end-to-end engineering approach and a set of relevant tools. Against this background, an MBSE approach is proposed to establish the methodological guidelines and to structure a tooled workbench consistently. In this approach, the system of interest is referred to as the ""Trustworthiness Environment"" (i.e. the Confiance.ai workbench). The approach is an adaptation of the Arcadia method and hence built around four perspectives: Operational Analysis (the engineering methods and processes: the operational need around the Trustworthiness Environment), System Analysis (the functions of the Trustworthiness Environment), Logical Architecture and Physical Architecture (abstract and concrete resources of the Trustworthiness Environment). Given the current progress of the Confiance.ai program, this paper focuses particularly on the Operational Analysis, leading to the modeling of engineering activities and processes. The approach is illustrated with an example of a machine learning model robustness evaluation process. ? 2024 by SCITEPRESS 每 Science and Technology Publications, Lda.",\,,"Science and Technology Publications, Lda",Conference paper,Scopus,,,,,,,1,
Qin Q.; Ma X.; Wang Y.; Geng H.,Research on Virtual Maintenance Modeling Method for Civil Aircraft Based on SysML,2024,"2024 6th International Conference on Internet of Things, Automation and Artificial Intelligence, IoTAAI 2024",0,"In order to simplify the virtual simulation of aircraft power system maintenance, a virtual maintenance process modeling method based on system modeling language (SysML) is proposed by introducing the object-oriented structured design idea. All the information required by this method comes from the functional requirements analysis of airborne system maintenance simulation. Firstly, the functional requirements of the dynamic behavior of aircraft power system maintenance are analyzed, the modular structure is established, and the simulation elements are extracted. Secondly, based on the SysML state machine model, a model based on system control characteristics is established, and the key properties of the state diagram are analyzed to verify the feasibility. Finally, the aircraft battery assembly is taken as an example to show the modeling and simulation of the proposed method, and the effectiveness of the model is verified. ? 2024 IEEE.",Aircraft models; Artificial intelligence; Flight simulators; Virtual environments; Aircraft power; Maintenance models; Maintenance tasks; Object oriented; Power system maintenance; State-machine; Structured design; Sysml state machine; System models; Virtual maintenances; Condition based maintenance,"X. Ma; Quality Management Department of Hna Aviation Technology Co., Ltd, Tianjin, China; email: 286592127@qq.com",Institute of Electrical and Electronics Engineers Inc.,Conference paper,Scopus,,,,,,1,,
Hardie K.; Church J.; Dodge J.; Fordham B.; Gajadhar S.; Han N.; Miles J.; Santoro F.; Trancho G.,Beyond spreadsheets: enhancing collaboration and traceability by streamlining systems engineering processes with Atlassian Jira,2024,Proceedings of SPIE - The International Society for Optical Engineering,0,"The Thirty Meter Telescope (TMT) International Observatory (TIO) project involves complex systems engineering (SE), necessitating efficient tools for the effective management of SE processes and products. This paper explores the utilization of Atlassian Jira whose flexibility surpasses traditional methods like Excel by providing a common, collaborative database for all stakeholders, enabling concurrent updates and facilitating easy search, filter, and reporting capabilities. This paper details the incorporation of SE processes for task tracking, verification, risk management, hazard assessment, CAD issue tracking, and configuration management into Jira. Establishing traceability between related tickets fosters both small group and system-wide collaboration, and ensures that important information is not lost, forgotten, or incorrectly duplicated. Additionally, integrations with embedded apps such as SoftComply Risk Manager and an external tool ConnectALL, which syncs Jira with the IBM DOORS requirements management tool, further enhance Jira's capabilities. Customizing Jira and optimizing its features has contributed to efficient management of TIO systems engineering processes and products. Leveraging its functionalities, we have fostered a more robust and traceable design by enhancing collaboration through greater transparency and accessibility. Jira has proven to be a valuable asset in the comprehensive management of complex projects like TIO. ? 2024 SPIE.",Artificial intelligence; Flowcharting; Hadrons; Photons; Project management; Requirements engineering; Software design; Spreadsheets; Collaborative database; Concurrent update; Effective management; Engineering products; Excel; Jira; Process; System engineering process; Thirty Meter Telescope; Traceability; Risk management,,SPIE,Conference paper,Scopus,,,,,,1,,
Alshareef A.; Keller N.; Carbo P.; Zeigler B.P.,Generative AI with?Modeling and?Simulation of?Activity and?Flow-Based Diagrams,2024,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",1,"In systems engineering and model-based design, the complexity and interrelationships across different system elements always demand continuous elaboration and expansion in various overlapping domains. We examine how such a phenomenon can be assisted with generative AI and benefit from large language models (LLMs), such as GPT-4. We demonstrate ways of incorporating generated text and outputs from LLMs into the modeling process. The approach can customize the GPT-4 model with an activity metamodel specified in Eclipse Ecore or predefined activity diagrams encoded in a textual format for learning from instances. Alternatively, the descriptive text from the LLM can be provided as input to a parser, resulting in an activity that can be readily transformed into a discrete event system specification (DEVS) model with simulation capability. We will discuss how the process can be enhanced in a simulation environment, thus offering the opportunity to examine a variety of scenarios and arguments for incorporating generative AI or general AI as a collaborative agent in the domain of interest. One scenario could begin with a simplified text describing a generic process, yielding an approximate representation as a starting point for further elaboration by modelers to a complex specification through a systematic, guided, and well-defined framework. We demonstrate the approach with activity and flow-based diagrams in a manner applicable to SysML, UML, and systems engineering at large. ? ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering 2024.",Discrete event simulation; Activity diagram; Activity-based; Discrete-Event System Specification; Ecore; Flow based; Generative AI; Language model; Model and simulation; SysML; UML; Specifications,"A. Alshareef; Department of Information Systems, College of Computer and Information Sciences, King Saud University, Riyadh, 11543, Saudi Arabia; email: ashareef@ksu.edu.sa",Springer Science and Business Media Deutschland GmbH,Conference paper,Scopus,,,,,,,,
Cusumano L.; Rempling R.; Jockwer R.; Olsson N.; Granath M.,Data-driven and production-oriented tendering design using artificial intelligence,2024,IABSE Symposium Manchester 2024: Construction's Role for a World in Emergency,0,"Construction projects are facing an increase in requirements, making requirement management labour intense. Therefore, this research project explores possibilities to automate the requirement analysis in the bidding phase and link these requirements to verifications in the production phase. The first part of the research targets the requirement analysis and applies natural language processing techniques for automation possibilities. The second part of the research explores production data as a data-driven verification method and how the data can be used in knowledge feedback loops. The results show that applying natural language processing techniques for analysing construction project requirements is a possible step towards systematic requirements management. Furthermore, production data can be used as a knowledge base for quality improvement in construction companies. ? 2024 IABSE Symposium Manchester 2024: Construction's Role for a World in Emergency. All rights reserved.",Data assimilation; Natural language processing systems; Project management; Construction projects; Data driven; Data production; Knowledge; Language processing techniques; Natural languages; Production data; Requirement; Requirement analysis; Requirement management,"L. Cusumano; Chalmers University of Technology, Gothenburg, Sweden; email: linda.cusumano@chalmers.se",International Association for Bridge and Structural Engineering (IABSE),Conference paper,Scopus,,1,,,,,,
Khalilipour A.; Bozyigit F.; Challenger M.,Intelligent Model Management based on Textual and Structural Extraction-An Exploratory Study,2024,"2024 10th International Conference on Web Research, ICWR 2024",0,"The wide range of models employed in many categories is constantly growing due to advancements in Model-Based System Engineering and Model-Driven Engineering, as well as their acceptance in academic and industry communities. Consequently, intelligent approaches have to be developed to manage these models, including comparing, clone detection, analyzing, and searching for similarity. There are obstacles and restrictions when using machine learning algorithms on models because of their special structure. While these models comprise graph structures, they also contain textual information. Both of these features must be considered to perform more accurate learning. This paper explores the challenges associated with this area of study and discusses potential solutions. Since comparison is the basis of many learning algorithms, it is imperative that the data in this category be prepared in a fashion suitable for comparison. In this sense, the text and structural aspects of embedding meta-models (as one of the popular techniques in the model's world) techniques are assessed, and an approach for combining both aspects is suggested. Studies in this area have been carried out using evaluation criteria including goals, base method, efficiency, accuracy, and scalability. The outcomes indicate a text-structure combination can work well as an embedding model for more investigations.  ? 2024 IEEE.",Graphic methods; Machine learning; Embeddings; Exploratory studies; Graph kernel based comparison; Graph kernels; Intelligent model management; Intelligent models; Model embedding; Model management; Model-based system engineerings; Model-driven Engineering; Embeddings,"A. Khalilipour; University of Antwerp and Flanders, Department of Computer Science, Make, Belgium; email: alireza.khalilipour@uantwerpen.be",Institute of Electrical and Electronics Engineers Inc.,Conference paper,Scopus,,,,,,,,1
Jamil A.; Dinh T.; De Paepe W.; Somehsaraei H.N.,THE USE OF ARTIFICIAL NEURAL NETWORKS WITH A SYSTEMS ENGINEERING APPROACH FOR DATA ENHANCEMENT IN HUMIDIFIED MICRO-GAS TURBINE APPLICATION,2024,Proceedings of the ASME Turbo Expo,0,"Globally the energy sector is being transformed by innovations based on decarbonization, decentralization, and digitalization. These encompass transitioning towards a future with distributed generation systems having an increased share of renewables, artificial intelligence, and digital solutions. Micro-gas turbines are a competitive enabling technology in distributed power generation owing to benefits like fuel flexibility, reduced operation and maintenance costs, and emissions. However, its economic performance stumbles when not running in combined heat and power mode, requiring cycle modifications to increase electrical efficiency. The humidified micro-gas turbine is one such modification that shows great potential. For its viability in digitalized future energy systems with ever-growing amounts of data, there needs to be reliable and deployable advanced tools for performance and health management. This requires access to sufficient quality data, making data quality management an essential need. Therefore, the study presented in this paper investigates the use of a special type of artificial neural network called an autoencoder for data enhancement of a humidified micro-gas turbine. Data from 15 sensors has been enhanced by denoising for use in any subsequent data-driven insight and decision. To achieve this, different neural network models have been developed and compared to predict the denoised values. The auto-encoder network model that can best produce satisfactory denoised results has been identified as having 3 bottleneck and 6 mapping layer nodes. Furthermore, a systems engineering framework has been adopted for effective information and complexity management amongst all stakeholders. The framework sets a foundation for employing model-based systems engineering concepts in developing digital solutions. The results demonstrate the functionality of deploying denoising autoencoders with a systems engineering approach for data quality management of the humidified micro-gas turbine. The outcomes from this work can be used for data-driven performance and health management of the humidified micro-gas turbine. This will improve the system＊s reliability and promote its use in energy systems of the future. Copyright ? 2024 by ASME.",Behavioral research; Competitive intelligence; Damage detection; Data quality; Electrical efficiency; Error correction; Error detection; Failure analysis; Formal concept analysis; High temperature testing; Nondestructive examination; Outages; Total quality management; Auto encoders; Data enhancement; De-noising; Digital solutions; Energy systems; MHAT cycle; Micro gas turbine; Micro-gas; Neural-networks; Performance management; Gas turbines,,American Society of Mechanical Engineers (ASME),Conference paper,Scopus,,,,,,,1,
Aoki E.; Tran B.; Norceide F.; Tran V.; Sastry S.; Thompson C.; Chandra K.,Integrating Software and Systems Engineering: A Framework for Human-Centric Design of Augmented Reality Applications,2024,"SysCon 2024 - 18th Annual IEEE International Systems Conference, Proceedings",0,"Modeling from the perspectives of software engineering and systems engineering have co-evolved over the last two decades as orthogonal approaches. Given the central role of software in modern cyber-physical systems and the increasing adoption of digital engineering practices in complex systems design, there is now significant opportunity for collaborative design among system users, software developers, and systems engineers. Model-based systems engineering (MBSE) and systems modeling languages can support seamless cross-domain connectivity for design, simulation, and analysis of emerging technologies such as Augmented Reality (AR). This paper presents a co-design process for extending the capability of an existing AR application referred to as a No-Code AR Systems (NCARS) framework. NCARS enables content developed by multi-domain authors to be deployed on AR devices through a software layer that bridges the content to the game engine that drives the AR system. Utilizing a software dependency diagram of the AR Annotation function, an existing MBSE model of the AR system is extended to include the structure and behavior of relevant software components. This allows a modular design of the system to address needs in integrating new requirements into the existing application. New user requirements for tracking items in motion in the user's physical environment with virtual annotations in the augmented space are collaboratively designed and visualized through use case, block definition, internal block, and sequence diagrams. They capture the required structure and behavior of the proposed to-be system.  ? 2024 IEEE.",Application programs; Design; Embedded systems; Modeling languages; Systems analysis; Augmented reality applications; Augmented reality systems; Digital transformation; Dynamic annotation; Human-centric designs; Item tracking; Model-based system engineerings; Role of software; Software and systems engineerings; Systems engineering model; Augmented reality,; ; ; ; ,Institute of Electrical and Electronics Engineers Inc.,Conference paper,Scopus,,,,,,,1,
Peer J.; Mordecai Y.; Reich Y.,NLP4ReF: Requirements Classification and Forecasting: From Model-Based Design to Large Language Models,2024,IEEE Aerospace Conference Proceedings,0,"We introduce Natural Language Processing for Requirement Forecasting (NLP4ReF), a model-based machine learning and natural language processing solution for enhancing the Requirements Engineering (RE) process. RE continues to face significant challenges and demands innovative approaches for process efficiency. Traditional RE methods relying on natural language struggle with incomplete, hidden, forgotten, and evolving requirements during and after the critical design review, risking project failures and setbacks. NLP4ReF tackles several key challenges: a) distinguishing between functional and non-functional requirements, b) classification of requirements by their respective system classes, and c) generation of unanticipated requirements to enhance project success. NLP4ReF employs a common natural language toolkit (NLTK) package and the recently-trending Chat-GPT. We tested NLP4ReF on PROMISE_exp, a pre-existing dataset with 1000 software requirements, and PROMISE_IoT, an enhanced dataset with 2000 software and IoT requirements. We validated NLP4ReF on a genuine IoT project. NLP4ReF swiftly generated dozens of new requirements, verified by a team of systems engineers, of which over 70% were crucial for project success. We found that GPT is superior in authentic requirement generation, while NLTK excels at requirement classification. NLP4ReF offers significant time saving, effort reduction, and improved future-proofing. Our model-based design approach provides a foundation for enhanced RE practices and future research in this domain. ? 2024 IEEE.",Forecasting; Internet of things; Learning algorithms; Machine learning; Natural language processing systems; Software testing; Language processing; Machine-learning; Model-based system engineerings; Natural language processing; Natural languages; Project success; Requirement engineering; Requirement engineering requirement forecasting; Requirement forecasting; Requirements classifications; Requirements engineering,"J. Peer; Tel Aviv University, Faculty of Engineering, Tel-Aviv, Israel; email: JordanPeer@mail.tau.ac.il",IEEE Computer Society,Conference paper,Scopus,,,,,,,,
Bouhali I.; Idasiak V.; Martinez J.; Mhenni F.; Choley J.-Y.; Palladino L.; Kratz F.,A Collaboration Framework Using Digital Twin for Dynamic Simulation and Requirements Verification Based on MBSE and the MIC Concept,2024,"SysCon 2024 - 18th Annual IEEE International Systems Conference, Proceedings",0,"Thanks to their clarity, the use of system models is increasingly widespread in industry, providing engineers with the means of traceability, and reducing ambiguities. Systems engineers use an MBSE (Model-Based System Engineering) approach to describe different views of a system (requirements, operational view, functional view, behavioral view, logical and physical architecture views). The system model is useful to design the system architecture in either a static or a dynamic perspective. The first step in systems engineering is the requirements specification. This is an important step in the development phase, since the system must satisfy the defined requirements (functional and physical), to be able to choose the right architecture solution. Many trade-off methods exist: in some cases, it is sufficient to use parametric diagrams to calculate the system performances based on the functional causality of the system, and to execute simulations in the system modeler tool. However, there are some performances that need a more complex dynamic model requiring, for instance, differential equations, as well as a suitable solver, in a dedicated simulation tool, especially when the system is a complex mechatronic system, that needs multiphysics simulation. Many industries have adopted the digital twin (DT) concept in their activities, because of its fidelity and precision. It is highly recommended to use DT models during the early phases of development in order to verify system requirements, with a view to reducing development costs [18]. It is then necessary to ensure digital thread between system models and DT simulation models. To address these issues, this paper presents a collaboration methodology between simulation engineers and system engineers. The aim is to achieve earlier requirements verification and trade-off decisions. In order to fulfill these objectives, it is necessary to ensure the traceability of models changes and to reduce the probability of miss-understandings. For this reason, the MIC (Model Identity Card) concept is used in the proposed methodology.  ? 2024 IEEE.",Architecture; Differential equations; Economic and social effects; Engineers; Microwave integrated circuits; Identity cards; Model identity card; Model-based system engineerings; Requirement; Requirement verifications; Simulation; System engineers; System models; System requirements; Trade off; Memory architecture,"I. Bouhali; Safran Seats, Systems Engineering Dept, Issoudun, France; email: imane.bouhali@safrangroup.com",Institute of Electrical and Electronics Engineers Inc.,Conference paper,Scopus,,,,,,,,
"Young D.L.; Boyette P.; Moreland J., Jr.; Teske J.",Generative AI Agile Assistant,2024,Proceedings of SPIE - The International Society for Optical Engineering,0,"Large Language Models (LLMs) provide new capabilities to rapidly reform, regroup; and reskill for new missions, opportunities, and respond to an ever-changing operational landscape. Agile contracts can enable larger flow of value in new development contexts. These methods of engagement and partnership enable the establishment of high performing teams through the forming, storming, norming, and performing stages that then inform the best liberating structures that exceed traditional rigid hierarchical models or even established mission engineering methods. Use of Generative AI based on LLMs coupled with modern agile model-based engineering in design allows for automated requirements decomposition trained in the lingua franca of the development team and translation to the dialects of other domain disciplines with the business acumen afforded by proven approaches in industry. Cutting-edge AI automations to track and adapt knowledge, skills, and abilities across ever changing jobs and roles will be illustrated using prevailing architecture frameworks, model-based system engineering, simulation, and decision-making assisted approaches to emergent objectives. ? 2024 SPIE.",Agile manufacturing systems; Computational linguistics; Decision making; Hierarchical systems; Agile; Agile models; Development teams; Engineering methods; Generative artificial intelligence; Hierarchical model; Language model; Large language model; Model-based engineering; Requirements decomposition; Automation,,SPIE,Conference paper,Scopus,,,,,,,,
